p,speaker,start_second,t_center,t_end
0.9767029304771818,SAC_Lovine_Sonya,105.55299319727891,6334.679591836734,108.55299319727891
0.9799509168123338,SAC_Lovine_Sonya,105.59299319727891,6337.079591836735,108.59299319727891
0.9799837660317401,SAC_Lovine_Sonya,105.6329931972789,6339.4795918367345,108.6329931972789
0.9573544882409433,SAC_Lovine_Sonya,105.67299319727891,6341.879591836735,108.67299319727891
0.9013056439545863,SAC_Lovine_Sonya,105.7129931972789,6344.279591836735,108.7129931972789
0.9361354231538712,SAC_Lovine_Sonya,105.75299319727891,6346.679591836734,108.75299319727891
0.6833768429029276,SAC_Lovine_Sonya,105.79299319727892,6349.079591836735,108.79299319727892
0.9487822910134102,SAC_Lovine_Sonya,105.83299319727891,6351.4795918367345,108.83299319727891
0.9650880632670287,SAC_Lovine_Sonya,105.87299319727892,6353.879591836735,108.87299319727892
0.9134618899436905,SAC_Lovine_Sonya,105.91299319727891,6356.279591836735,108.91299319727891
0.9759841139653304,SAC_Lovine_Sonya,105.95299319727891,6358.679591836735,108.95299319727891
0.9878567400993244,SAC_Lovine_Sonya,105.9929931972789,6361.079591836735,108.9929931972789
0.9549227782255416,SAC_Lovine_Sonya,106.03299319727891,6363.4795918367345,109.03299319727891
0.9709516157731333,SAC_Lovine_Sonya,106.0729931972789,6365.879591836734,109.0729931972789
0.9183771985405362,SAC_Lovine_Sonya,106.11299319727891,6368.279591836735,109.11299319727891
0.9122077167137359,SAC_Lovine_Sonya,106.15299319727892,6370.679591836735,109.15299319727892
0.9344080205939992,SAC_Lovine_Sonya,106.19299319727891,6373.079591836735,109.19299319727891
0.6822245474802193,SAC_Lovine_Sonya,106.23299319727892,6375.4795918367345,109.23299319727892
0.8860373220381887,SAC_Lovine_Sonya,106.27299319727891,6377.879591836734,109.27299319727891
0.85526718206901,SAC_Lovine_Sonya,106.31299319727891,6380.279591836735,109.31299319727891
0.9078515268392668,SAC_Lovine_Sonya,106.3529931972789,6382.679591836734,109.3529931972789
0.9348455330651321,SAC_Lovine_Sonya,106.39299319727891,6385.079591836735,109.39299319727891
0.8548439414051224,SAC_Lovine_Sonya,106.43299319727892,6387.479591836735,109.43299319727892
0.852094828342987,SAC_Lovine_Sonya,106.47299319727891,6389.879591836735,109.47299319727891
0.8484333595528724,SAC_Lovine_Sonya,106.51299319727892,6392.279591836735,109.51299319727892
0.6156801600108778,SAC_Lovine_Sonya,106.55299319727891,6394.679591836734,109.55299319727891
0.9224416641835673,SAC_Lovine_Sonya,106.59299319727891,6397.079591836735,109.59299319727891
0.9030565304604463,SAC_Lovine_Sonya,106.6329931972789,6399.4795918367345,109.6329931972789
0.9560647028856831,SAC_Lovine_Sonya,269.4159863945578,16166.459183673469,272.4159863945578
0.9648313041173023,SAC_Lovine_Sonya,269.45598639455784,16168.85918367347,272.45598639455784
0.9667138852528223,SAC_Lovine_Sonya,269.4959863945578,16171.259183673468,272.4959863945578
0.9751385426782212,SAC_Lovine_Sonya,269.5359863945578,16173.65918367347,272.5359863945578
0.977699628074167,SAC_Lovine_Sonya,269.57598639455784,16176.059183673471,272.57598639455784
0.9688955862982427,SAC_Lovine_Sonya,269.6159863945578,16178.459183673469,272.6159863945578
0.924357291921209,SAC_Lovine_Sonya,269.65598639455783,16180.85918367347,272.65598639455783
0.9736957398738312,SAC_Lovine_Sonya,269.69598639455785,16183.259183673472,272.69598639455785
0.9514050459554321,SAC_Lovine_Sonya,269.7359863945578,16185.65918367347,272.7359863945578
0.9349675646363672,SAC_Lovine_Sonya,269.77598639455783,16188.05918367347,272.77598639455783
0.9794582032567577,SAC_Lovine_Sonya,269.8159863945578,16190.459183673467,272.8159863945578
0.9741033207366925,SAC_Lovine_Sonya,269.8559863945578,16192.859183673469,272.8559863945578
0.9806739918299829,SAC_Lovine_Sonya,269.89598639455784,16195.25918367347,272.89598639455784
0.990967799933063,SAC_Lovine_Sonya,269.9359863945578,16197.659183673468,272.9359863945578
0.9864610791019863,SAC_Lovine_Sonya,269.9759863945578,16200.05918367347,272.9759863945578
0.9528068222067645,SAC_Lovine_Sonya,270.01598639455784,16202.45918367347,273.01598639455784
0.9782467913517086,SAC_Lovine_Sonya,270.0559863945578,16204.859183673469,273.0559863945578
0.989740959995531,SAC_Lovine_Sonya,270.0959863945578,16207.25918367347,273.0959863945578
0.9895568906260994,SAC_Lovine_Sonya,270.13598639455785,16209.659183673471,273.13598639455785
0.9796259494516981,SAC_Lovine_Sonya,270.1759863945578,16212.05918367347,273.1759863945578
0.9937815364225734,SAC_Lovine_Sonya,270.21598639455783,16214.459183673469,273.21598639455783
0.9925540606600259,SAC_Lovine_Sonya,270.25598639455785,16216.85918367347,273.25598639455785
0.9864882714456982,SAC_Lovine_Sonya,270.2959863945578,16219.259183673468,273.2959863945578
0.9849499171170999,SAC_Lovine_Sonya,270.33598639455784,16221.65918367347,273.33598639455784
0.988934681668168,SAC_Lovine_Sonya,270.3759863945578,16224.059183673467,273.3759863945578
0.9430873694984722,SAC_Lovine_Sonya,270.4159863945578,16226.459183673469,273.4159863945578
0.9488491902285162,SAC_Lovine_Sonya,270.45598639455784,16228.85918367347,273.45598639455784
0.9679378110311345,SAC_Lovine_Sonya,270.4959863945578,16231.259183673468,273.4959863945578
0.9756731908149968,SAC_Lovine_Sonya,270.5359863945578,16233.65918367347,273.5359863945578
0.9435442751170581,SAC_Lovine_Sonya,270.57598639455784,16236.059183673471,273.57598639455784
0.9887452840747051,SAC_Lovine_Sonya,270.6159863945578,16238.459183673469,273.6159863945578
