p,speaker,start_second,t_center,t_end
0.9958255006060084,BAK_Thomson_MaryLou,63.053990929705215,3784.7394557823127,66.05399092970521
0.9921958976976931,BAK_Thomson_MaryLou,63.093990929705214,3787.139455782313,66.09399092970521
0.9536152720867248,BAK_Thomson_MaryLou,63.13399092970521,3789.539455782313,66.13399092970522
0.983598443552575,BAK_Thomson_MaryLou,63.17399092970521,3791.9394557823125,66.17399092970521
0.9404423178650588,BAK_Thomson_MaryLou,63.21399092970522,3794.339455782313,66.21399092970522
0.9296947745535572,BAK_Thomson_MaryLou,63.25399092970522,3796.739455782313,66.25399092970522
0.964623574645162,BAK_Thomson_MaryLou,63.29399092970522,3799.1394557823132,66.29399092970522
0.8921033118259009,BAK_Thomson_MaryLou,63.333990929705216,3801.539455782313,66.33399092970521
0.9205426723609129,BAK_Thomson_MaryLou,63.373990929705215,3803.939455782313,66.37399092970522
0.7753640237730312,BAK_Thomson_MaryLou,63.413990929705214,3806.339455782313,66.41399092970522
0.9218902732224743,BAK_Thomson_MaryLou,63.45399092970521,3808.7394557823127,66.45399092970521
0.8742874078922613,BAK_Thomson_MaryLou,63.49399092970521,3811.139455782313,66.4939909297052
0.9498920896950919,BAK_Thomson_MaryLou,63.53399092970522,3813.5394557823133,66.53399092970523
0.8926831080322406,BAK_Thomson_MaryLou,63.57399092970522,3815.939455782313,66.57399092970522
0.8782827336345874,BAK_Thomson_MaryLou,63.61399092970522,3818.339455782313,66.61399092970521
0.957461403576205,BAK_Thomson_MaryLou,63.653990929705216,3820.739455782313,66.65399092970522
0.9420978023945018,BAK_Thomson_MaryLou,63.693990929705215,3823.139455782313,66.69399092970522
0.9334499480585065,BAK_Thomson_MaryLou,63.733990929705215,3825.539455782313,66.73399092970521
0.8393237513470403,BAK_Thomson_MaryLou,63.773990929705214,3827.939455782313,66.7739909297052
0.7897612654827324,BAK_Thomson_MaryLou,63.81399092970521,3830.3394557823126,66.81399092970521
0.6858718659214156,BAK_Thomson_MaryLou,63.85399092970521,3832.7394557823127,66.85399092970522
0.7951881577049477,BAK_Thomson_MaryLou,63.89399092970522,3835.1394557823132,66.89399092970521
0.8495475055545495,BAK_Thomson_MaryLou,63.93399092970522,3837.539455782313,66.93399092970522
0.8846066712045312,BAK_Thomson_MaryLou,63.97399092970522,3839.939455782313,66.97399092970522
0.6435654695470068,BAK_Thomson_MaryLou,64.01399092970522,3842.339455782313,67.01399092970522
0.9276833808470065,BAK_Thomson_MaryLou,64.05399092970522,3844.739455782313,67.05399092970522
0.919580294697357,BAK_Thomson_MaryLou,64.09399092970521,3847.139455782313,67.09399092970521
0.9226934023547348,BAK_Thomson_MaryLou,64.13399092970522,3849.5394557823133,67.13399092970522
0.9486111744831561,BAK_Thomson_MaryLou,64.17399092970521,3851.9394557823125,67.17399092970521
0.9888501224577807,BAK_Thomson_MaryLou,64.21399092970522,3854.339455782313,67.21399092970522
0.9225128557952504,BAK_Thomson_MaryLou,64.25399092970521,3856.7394557823127,67.25399092970521
0.9256809176106744,BAK_Thomson_MaryLou,64.29399092970522,3859.1394557823132,67.29399092970522
0.9671566268342129,BAK_Thomson_MaryLou,64.33399092970521,3861.5394557823124,67.33399092970521
0.9150794741875542,BAK_Thomson_MaryLou,64.37399092970522,3863.939455782313,67.37399092970522
0.9120236727470837,BAK_Thomson_MaryLou,64.41399092970522,3866.339455782313,67.41399092970522
0.9193703704768322,BAK_Thomson_MaryLou,64.45399092970521,3868.7394557823127,67.45399092970521
0.9636652241895306,BAK_Thomson_MaryLou,64.49399092970522,3871.1394557823132,67.49399092970522
0.9243790041079548,BAK_Thomson_MaryLou,64.53399092970521,3873.539455782313,67.53399092970521
0.974821667940858,BAK_Thomson_MaryLou,64.57399092970522,3875.939455782313,67.57399092970522
0.9891705755054516,BAK_Thomson_MaryLou,64.61399092970521,3878.3394557823126,67.61399092970521
0.9722921240770588,BAK_Thomson_MaryLou,64.65399092970522,3880.739455782313,67.65399092970522
0.9406037823926798,BAK_Thomson_MaryLou,64.69399092970522,3883.1394557823132,67.69399092970522
0.9661443862739981,BAK_Thomson_MaryLou,64.73399092970521,3885.539455782313,67.73399092970521
0.910338866436099,BAK_Thomson_MaryLou,64.77399092970522,3887.9394557823134,67.77399092970522
0.8584477615233821,BAK_Thomson_MaryLou,64.81399092970521,3890.3394557823126,67.81399092970521
0.8554235531779639,BAK_Thomson_MaryLou,64.85399092970522,3892.739455782313,67.85399092970522
0.9589286489852958,BAK_Thomson_MaryLou,64.89399092970521,3895.139455782313,67.89399092970521
0.9159018400587534,BAK_Thomson_MaryLou,64.93399092970522,3897.539455782313,67.93399092970522
0.8888534869808973,BAK_Thomson_MaryLou,64.97399092970521,3899.9394557823125,67.97399092970521
0.8779644841570969,BAK_Thomson_MaryLou,65.01399092970522,3902.339455782313,68.01399092970522
0.9385142380955908,BAK_Thomson_MaryLou,65.05399092970522,3904.739455782313,68.05399092970522
0.9598798717089784,BAK_Thomson_MaryLou,65.09399092970521,3907.139455782313,68.09399092970521
0.8240450947889194,BAK_Thomson_MaryLou,65.13399092970522,3909.5394557823133,68.13399092970522
0.963887072727024,BAK_Thomson_MaryLou,65.17399092970521,3911.9394557823125,68.17399092970521
0.8755686028112726,BAK_Thomson_MaryLou,65.21399092970522,3914.339455782313,68.21399092970522
0.8922979632573902,BAK_Thomson_MaryLou,65.25399092970521,3916.7394557823127,68.25399092970521
0.911927090980518,BAK_Thomson_MaryLou,65.29399092970522,3919.1394557823132,68.29399092970522
