mean,speaker,start_second,t_center,t_end
543.1175128294963,BAK_Fowler_Mike,1646.3719954648527,1647.8719954648527,1649.3719954648527
543.1175128294963,BAK_Fowler_Mike,1646.4119954648527,1647.9119954648527,1649.4119954648527
543.1175128294963,BAK_Fowler_Mike,1646.4519954648526,1647.9519954648526,1649.4519954648526
543.1175128294963,BAK_Fowler_Mike,1646.4919954648526,1647.9919954648526,1649.4919954648526
543.1175128294963,BAK_Fowler_Mike,1646.5319954648526,1648.0319954648526,1649.5319954648526
543.1175128294963,BAK_Fowler_Mike,1646.5719954648525,1648.0719954648525,1649.5719954648525
543.1175128294963,BAK_Fowler_Mike,1646.6119954648525,1648.1119954648525,1649.6119954648525
543.1175128294963,BAK_Fowler_Mike,1646.6519954648527,1648.1519954648527,1649.6519954648527
543.1175128294963,BAK_Fowler_Mike,1646.6919954648527,1648.1919954648527,1649.6919954648527
543.1175128294963,BAK_Fowler_Mike,1646.7319954648526,1648.2319954648526,1649.7319954648526
543.1175128294963,BAK_Fowler_Mike,1646.7719954648526,1648.2719954648526,1649.7719954648526
543.1175128294963,BAK_Fowler_Mike,1646.8119954648525,1648.3119954648525,1649.8119954648525
543.1175128294963,BAK_Fowler_Mike,1646.8519954648525,1648.3519954648525,1649.8519954648525
543.1175128294963,BAK_Fowler_Mike,1646.8919954648527,1648.3919954648527,1649.8919954648527
543.1175128294963,BAK_Fowler_Mike,1646.9319954648527,1648.4319954648527,1649.9319954648527
543.1175128294963,BAK_Fowler_Mike,1646.9719954648526,1648.4719954648526,1649.9719954648526
543.1175128294963,BAK_Fowler_Mike,1647.0119954648526,1648.5119954648526,1650.0119954648526
543.1175128294963,BAK_Fowler_Mike,1647.0519954648526,1648.5519954648526,1650.0519954648526
537.4786854827812,BAK_Fowler_Mike,1647.0919954648525,1648.5919954648525,1650.0919954648525
573.5038661245014,BAK_Fowler_Mike,1647.1319954648527,1648.6319954648527,1650.1319954648527
350.04573800419683,BAK_Fowler_Mike,1647.1719954648527,1648.6719954648527,1650.1719954648527
163.74124136994382,BAK_Fowler_Mike,1647.2119954648526,1648.7119954648526,1650.2119954648526
163.39811369683196,BAK_Fowler_Mike,1647.2519954648526,1648.7519954648526,1650.2519954648526
163.4294301337929,BAK_Fowler_Mike,1647.2919954648526,1648.7919954648526,1650.2919954648526
181.38609760367441,BAK_Fowler_Mike,1647.3319954648525,1648.8319954648525,1650.3319954648525
193.33040051316885,BAK_Fowler_Mike,1647.3719954648527,1648.8719954648527,1650.3719954648527
201.58224939500516,BAK_Fowler_Mike,1647.4119954648527,1648.9119954648527,1650.4119954648527
203.8777657040674,BAK_Fowler_Mike,1647.4519954648526,1648.9519954648526,1650.4519954648526
205.92651221447815,BAK_Fowler_Mike,1647.4919954648526,1648.9919954648526,1650.4919954648526
207.24858731203884,BAK_Fowler_Mike,1647.5319954648526,1649.0319954648526,1650.5319954648526
206.03642795187176,BAK_Fowler_Mike,1647.5719954648525,1649.0719954648525,1650.5719954648525
202.15709668062533,BAK_Fowler_Mike,1647.6119954648525,1649.1119954648525,1650.6119954648525
200.9119713371858,BAK_Fowler_Mike,1647.6519954648527,1649.1519954648527,1650.6519954648527
200.9119713371858,BAK_Fowler_Mike,1647.6919954648527,1649.1919954648527,1650.6919954648527
200.9119713371858,BAK_Fowler_Mike,1647.7319954648526,1649.2319954648526,1650.7319954648526
193.396742871734,BAK_Fowler_Mike,1647.7719954648526,1649.2719954648526,1650.7719954648526
201.01465062606223,BAK_Fowler_Mike,1647.8119954648525,1649.3119954648525,1650.8119954648525
201.01465062606223,BAK_Fowler_Mike,1647.8519954648525,1649.3519954648525,1650.8519954648525
198.67511433328326,BAK_Fowler_Mike,1647.8919954648527,1649.3919954648527,1650.8919954648527
226.41222566287044,BAK_Fowler_Mike,1647.9319954648527,1649.4319954648527,1650.9319954648527
219.07580308406958,BAK_Fowler_Mike,1647.9719954648526,1649.4719954648526,1650.9719954648526
215.89223240924517,BAK_Fowler_Mike,1648.0119954648526,1649.5119954648526,1651.0119954648526
212.7445930596159,BAK_Fowler_Mike,1648.0519954648526,1649.5519954648526,1651.0519954648526
209.41728038248073,BAK_Fowler_Mike,1648.0919954648525,1649.5919954648525,1651.0919954648525
205.94396155762826,BAK_Fowler_Mike,1648.1319954648527,1649.6319954648527,1651.1319954648527
