mean,speaker,start_second,t_center,t_end
234.9335480480354,SAC_Wyley_Hannah,203.06498866213153,204.56498866213153,206.06498866213153
234.9335480480354,SAC_Wyley_Hannah,203.10498866213152,204.60498866213152,206.10498866213152
234.9335480480354,SAC_Wyley_Hannah,203.1449886621315,204.6449886621315,206.1449886621315
234.9335480480354,SAC_Wyley_Hannah,203.18498866213153,204.68498866213153,206.18498866213153
233.47587199399663,SAC_Wyley_Hannah,203.22498866213152,204.72498866213152,206.22498866213152
233.53865988149553,SAC_Wyley_Hannah,203.26498866213151,204.76498866213151,206.26498866213151
232.94655460384237,SAC_Wyley_Hannah,203.3049886621315,204.8049886621315,206.3049886621315
231.0464160339007,SAC_Wyley_Hannah,203.34498866213153,204.84498866213153,206.34498866213153
229.05198205902346,SAC_Wyley_Hannah,203.38498866213152,204.88498866213152,206.38498866213152
227.07678726464482,SAC_Wyley_Hannah,203.4249886621315,204.9249886621315,206.4249886621315
224.6964667267263,SAC_Wyley_Hannah,203.46498866213153,204.96498866213153,206.46498866213153
222.19860643675133,SAC_Wyley_Hannah,203.50498866213152,205.00498866213152,206.50498866213152
219.42769712742069,SAC_Wyley_Hannah,203.54498866213152,205.04498866213152,206.54498866213152
216.40686373379359,SAC_Wyley_Hannah,203.5849886621315,205.0849886621315,206.5849886621315
213.89729926859428,SAC_Wyley_Hannah,203.62498866213153,205.12498866213153,206.62498866213153
212.2870440744707,SAC_Wyley_Hannah,203.66498866213152,205.16498866213152,206.66498866213152
211.62745346088005,SAC_Wyley_Hannah,203.7049886621315,205.2049886621315,206.7049886621315
210.9905275879029,SAC_Wyley_Hannah,203.74498866213153,205.24498866213153,206.74498866213153
210.3634723182737,SAC_Wyley_Hannah,203.78498866213152,205.28498866213152,206.78498866213152
207.13735297782884,SAC_Wyley_Hannah,203.82498866213152,205.32498866213152,206.82498866213152
206.82072215278242,SAC_Wyley_Hannah,203.8649886621315,205.3649886621315,206.8649886621315
206.4201776238866,SAC_Wyley_Hannah,203.90498866213153,205.40498866213153,206.90498866213153
206.11132849167018,SAC_Wyley_Hannah,203.94498866213152,205.44498866213152,206.94498866213152
205.75466440097304,SAC_Wyley_Hannah,203.9849886621315,205.4849886621315,206.9849886621315
206.0960365861048,SAC_Wyley_Hannah,204.0249886621315,205.5249886621315,207.0249886621315
205.68464497791646,SAC_Wyley_Hannah,204.06498866213153,205.56498866213153,207.06498866213153
205.68464497791646,SAC_Wyley_Hannah,204.10498866213152,205.60498866213152,207.10498866213152
202.6498116629337,SAC_Wyley_Hannah,204.1449886621315,205.6449886621315,207.1449886621315
199.42352770752944,SAC_Wyley_Hannah,204.18498866213153,205.68498866213153,207.18498866213153
198.58091685125254,SAC_Wyley_Hannah,204.22498866213152,205.72498866213152,207.22498866213152
197.67087711322552,SAC_Wyley_Hannah,204.26498866213151,205.76498866213151,207.26498866213151
196.8272547651284,SAC_Wyley_Hannah,204.3049886621315,205.8049886621315,207.3049886621315
195.4513145732113,SAC_Wyley_Hannah,204.34498866213153,205.84498866213153,207.34498866213153
194.93321214538062,SAC_Wyley_Hannah,204.38498866213152,205.88498866213152,207.38498866213152
193.7523854637897,SAC_Wyley_Hannah,204.4249886621315,205.9249886621315,207.4249886621315
192.47965884491362,SAC_Wyley_Hannah,204.46498866213153,205.96498866213153,207.46498866213153
191.03115502517753,SAC_Wyley_Hannah,204.50498866213152,206.00498866213152,207.50498866213152
189.51793668418236,SAC_Wyley_Hannah,204.54498866213152,206.04498866213152,207.54498866213152
188.49918496967214,SAC_Wyley_Hannah,204.5849886621315,206.0849886621315,207.5849886621315
188.11420309813732,SAC_Wyley_Hannah,204.62498866213153,206.12498866213153,207.62498866213153
187.75126241127708,SAC_Wyley_Hannah,204.66498866213152,206.16498866213152,207.66498866213152
192.46501742419764,SAC_Wyley_Hannah,204.7049886621315,206.2049886621315,207.7049886621315
191.2824049561299,SAC_Wyley_Hannah,204.74498866213153,206.24498866213153,207.74498866213153
192.00522882503623,SAC_Wyley_Hannah,204.78498866213152,206.28498866213152,207.78498866213152
191.7514086443213,SAC_Wyley_Hannah,204.82498866213152,206.32498866213152,207.82498866213152
191.59527291413707,SAC_Wyley_Hannah,204.8649886621315,206.3649886621315,207.8649886621315
191.50990956651702,SAC_Wyley_Hannah,204.90498866213153,206.40498866213153,207.90498866213153
191.23327353307752,SAC_Wyley_Hannah,204.94498866213152,206.44498866213152,207.94498866213152
194.5669777551044,SAC_Wyley_Hannah,204.9849886621315,206.4849886621315,207.9849886621315
194.33623456849446,SAC_Wyley_Hannah,205.0249886621315,206.5249886621315,208.0249886621315
194.32654099286322,SAC_Wyley_Hannah,205.06498866213153,206.56498866213153,208.06498866213153
194.30521384349976,SAC_Wyley_Hannah,205.10498866213152,206.60498866213152,208.10498866213152
194.04901125415807,SAC_Wyley_Hannah,205.1449886621315,206.6449886621315,208.1449886621315
193.78959239787648,SAC_Wyley_Hannah,205.18498866213153,206.68498866213153,208.18498866213153
193.78959239787648,SAC_Wyley_Hannah,205.22498866213152,206.72498866213152,208.22498866213152
193.71731211640312,SAC_Wyley_Hannah,205.26498866213151,206.76498866213151,208.26498866213151
188.24015980706506,SAC_Wyley_Hannah,205.3049886621315,206.8049886621315,208.3049886621315
188.17458622062082,SAC_Wyley_Hannah,205.34498866213153,206.84498866213153,208.34498866213153
188.24488020049944,SAC_Wyley_Hannah,205.38498866213152,206.88498866213152,208.38498866213152
188.09695774094345,SAC_Wyley_Hannah,205.4249886621315,206.9249886621315,208.4249886621315
187.99933532985258,SAC_Wyley_Hannah,205.46498866213153,206.96498866213153,208.46498866213153
187.9108505612991,SAC_Wyley_Hannah,205.50498866213152,207.00498866213152,208.50498866213152
184.50352338156972,SAC_Wyley_Hannah,205.54498866213152,207.04498866213152,208.54498866213152
187.86695432844436,SAC_Wyley_Hannah,205.5849886621315,207.0849886621315,208.5849886621315
187.8655486447741,SAC_Wyley_Hannah,205.62498866213153,207.12498866213153,208.62498866213153
187.79606744378336,SAC_Wyley_Hannah,205.66498866213152,207.16498866213152,208.66498866213152
187.81341790979135,SAC_Wyley_Hannah,205.7049886621315,207.2049886621315,208.7049886621315
187.90869047231996,SAC_Wyley_Hannah,205.74498866213153,207.24498866213153,208.74498866213153
188.08896273513017,SAC_Wyley_Hannah,205.78498866213152,207.28498866213152,208.78498866213152
188.2058903246681,SAC_Wyley_Hannah,205.82498866213152,207.32498866213152,208.82498866213152
190.2898167581371,SAC_Wyley_Hannah,205.8649886621315,207.3649886621315,208.8649886621315
190.43082018884368,SAC_Wyley_Hannah,205.90498866213153,207.40498866213153,208.90498866213153
190.40984714628308,SAC_Wyley_Hannah,205.94498866213152,207.44498866213152,208.94498866213152
190.40327803655765,SAC_Wyley_Hannah,205.9849886621315,207.4849886621315,208.9849886621315
190.0718175568685,SAC_Wyley_Hannah,206.0249886621315,207.5249886621315,209.0249886621315
